"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"1822_Cell_Index440720",3745,10016,"mainly_mouse"
"1822_Cell_Index440747",0,1018,"unique_mouse"
"1822_Cell_Index440809",798,2099,"mainly_mouse"
"1822_Cell_Index440817",5013,11853,"mainly_mouse"
"1822_Cell_Index440824",6606,16612,"mainly_mouse"
"1822_Cell_Index440896",505,1729,"mainly_mouse"
"1822_Cell_Index440927",6285,14796,"mainly_mouse"
"1822_Cell_Index441101",0,956,"unique_mouse"
"1822_Cell_Index441118",596,1617,"mainly_mouse"
"1822_Cell_Index441167",514,1463,"mainly_mouse"
"1822_Cell_Index441169",586,1934,"mainly_mouse"
"1822_Cell_Index441188",514,1484,"mainly_mouse"
"1822_Cell_Index441300",684,1888,"mainly_mouse"
"1822_Cell_Index441370",4452,10631,"mainly_mouse"
"1822_Cell_Index441374",556,1882,"mainly_mouse"
"1822_Cell_Index441559",502,1478,"mainly_mouse"
"1822_Cell_Index44175",0,831,"unique_mouse"
"1822_Cell_Index441842",500,1622,"mainly_mouse"
"1822_Cell_Index441897",0,1065,"unique_mouse"
"1822_Cell_Index441933",2769,0,"unique_human"
"1822_Cell_Index441977",649,1946,"mainly_mouse"
"1822_Cell_Index442048",5297,12643,"mainly_mouse"
"1822_Cell_Index442073",0,2573,"unique_mouse"
"1822_Cell_Index442086",4995,13165,"mainly_mouse"
"1822_Cell_Index442185",0,625,"unique_mouse"
"1822_Cell_Index442265",1638,0,"unique_human"
"1822_Cell_Index442334",1545,4221,"mainly_mouse"
"1822_Cell_Index442454",0,32123,"unique_mouse"
"1822_Cell_Index442500",0,540,"unique_mouse"
"1822_Cell_Index442665",15646,0,"unique_human"
"1822_Cell_Index442783",825,2417,"mainly_mouse"
"1822_Cell_Index442786",2445,6668,"mainly_mouse"
"1822_Cell_Index442802",522,1232,"mainly_mouse"
"1822_Cell_Index442847",0,799,"unique_mouse"
"1822_Cell_Index44287",0,529,"unique_mouse"
"1822_Cell_Index442872",0,1386,"unique_mouse"
"1822_Cell_Index442919",1200,0,"unique_human"
"1822_Cell_Index442922",0,1466,"unique_mouse"
"1822_Cell_Index442980",5501,12140,"mainly_mouse"
"1822_Cell_Index443038",538,1565,"mainly_mouse"
"1822_Cell_Index443054",2098,4896,"mainly_mouse"
"1822_Cell_Index443094",6008,15026,"mainly_mouse"
"1822_Cell_Index443237",625,2139,"mainly_mouse"
"1822_Cell_Index443245",0,1641,"unique_mouse"
"1822_Cell_Index443303",0,692,"unique_mouse"
"1822_Cell_Index443334",2449,6915,"mainly_mouse"
"1822_Cell_Index443364",0,1134,"unique_mouse"
"1822_Cell_Index443405",771,2115,"mainly_mouse"
"1822_Cell_Index443417",597,1812,"mainly_mouse"
"1822_Cell_Index443448",0,1532,"unique_mouse"
"1822_Cell_Index443466",2570,5374,"mainly_mouse"
"1822_Cell_Index443565",1887,0,"unique_human"
"1822_Cell_Index443672",0,1172,"unique_mouse"
"1822_Cell_Index443765",520,1472,"mainly_mouse"
"1822_Cell_Index443793",0,532,"unique_mouse"
"1822_Cell_Index443814",11776,27045,"mainly_mouse"
"1822_Cell_Index443972",588,1907,"mainly_mouse"
"1822_Cell_Index444033",2172,6238,"mainly_mouse"
"1822_Cell_Index444113",561,1529,"mainly_mouse"
"1822_Cell_Index444126",3341,8504,"mainly_mouse"
"1822_Cell_Index44413",1506,4662,"mainly_mouse"
"1822_Cell_Index44418",674,1972,"mainly_mouse"
"1822_Cell_Index444238",1294,3022,"mainly_mouse"
"1822_Cell_Index44424",1802,3766,"mainly_mouse"
"1822_Cell_Index444240",1100,2847,"mainly_mouse"
"1822_Cell_Index444535",0,1032,"unique_mouse"
"1822_Cell_Index444642",0,869,"unique_mouse"
"1822_Cell_Index444693",851,2431,"mainly_mouse"
"1822_Cell_Index444699",1228,2749,"mainly_mouse"
"1822_Cell_Index444745",2339,0,"unique_human"
"1822_Cell_Index444761",701,0,"unique_human"
"1822_Cell_Index444785",9472,23306,"mainly_mouse"
"1822_Cell_Index444810",637,2139,"mainly_mouse"
"1822_Cell_Index444869",0,1073,"unique_mouse"
"1822_Cell_Index444958",13118,30879,"mainly_mouse"
"1822_Cell_Index444971",991,3006,"mainly_mouse"
"1822_Cell_Index444975",11325,28092,"mainly_mouse"
"1822_Cell_Index445022",704,2220,"mainly_mouse"
"1822_Cell_Index445050",716,2058,"mainly_mouse"
"1822_Cell_Index445209",568,1712,"mainly_mouse"
"1822_Cell_Index445276",0,1241,"unique_mouse"
"1822_Cell_Index44531",3713,9020,"mainly_mouse"
"1822_Cell_Index445310",4261,10480,"mainly_mouse"
"1822_Cell_Index445396",844,2237,"mainly_mouse"
"1822_Cell_Index44565",532,1556,"mainly_mouse"
"1822_Cell_Index445776",565,1642,"mainly_mouse"
"1822_Cell_Index446002",753,1823,"mainly_mouse"
"1822_Cell_Index446055",0,1018,"unique_mouse"
"1822_Cell_Index446159",707,1923,"mainly_mouse"
"1822_Cell_Index446235",1007,3078,"mainly_mouse"
"1822_Cell_Index446238",0,1154,"unique_mouse"
"1822_Cell_Index446284",1588,0,"unique_human"
"1822_Cell_Index446288",0,640,"unique_mouse"
"1822_Cell_Index446353",0,618,"unique_mouse"
"1822_Cell_Index446535",652,2148,"mainly_mouse"
"1822_Cell_Index44656",0,1143,"unique_mouse"
"1822_Cell_Index446584",0,985,"unique_mouse"
"1822_Cell_Index446592",6993,17773,"mainly_mouse"
"1822_Cell_Index446818",6323,14777,"mainly_mouse"
"1822_Cell_Index446846",680,1966,"mainly_mouse"
"1822_Cell_Index446894",5239,12472,"mainly_mouse"
"1822_Cell_Index4469",3283,9279,"mainly_mouse"
"1822_Cell_Index446907",0,1375,"unique_mouse"
"1822_Cell_Index446945",0,1277,"unique_mouse"
"1822_Cell_Index447003",0,1033,"unique_mouse"
"1822_Cell_Index447162",545,1607,"mainly_mouse"
"1822_Cell_Index447164",2906,0,"unique_human"
"1822_Cell_Index447224",637,1855,"mainly_mouse"
"1822_Cell_Index447229",682,2011,"mainly_mouse"
"1822_Cell_Index447242",4928,11794,"mainly_mouse"
"1822_Cell_Index447247",0,27020,"unique_mouse"
"1822_Cell_Index447309",645,1961,"mainly_mouse"
"1822_Cell_Index447347",1468,0,"unique_human"
"1822_Cell_Index447368",0,896,"unique_mouse"
"1822_Cell_Index447525",0,1106,"unique_mouse"
"1822_Cell_Index447549",3309,7772,"mainly_mouse"
"1822_Cell_Index447600",6795,16656,"mainly_mouse"
"1822_Cell_Index447677",0,1043,"unique_mouse"
"1822_Cell_Index447772",769,2429,"mainly_mouse"
"1822_Cell_Index447867",5110,12419,"mainly_mouse"
"1822_Cell_Index447906",1337,4098,"mainly_mouse"
"1822_Cell_Index448008",6217,14762,"mainly_mouse"
"1822_Cell_Index448012",0,590,"unique_mouse"
"1822_Cell_Index448022",6077,12876,"mainly_mouse"
"1822_Cell_Index448177",9484,23370,"mainly_mouse"
"1822_Cell_Index448256",760,0,"unique_human"
"1822_Cell_Index448349",0,523,"unique_mouse"
"1822_Cell_Index448453",6089,13886,"mainly_mouse"
"1822_Cell_Index448516",572,1763,"mainly_mouse"
"1822_Cell_Index448566",659,1872,"mainly_mouse"
"1822_Cell_Index448725",799,2428,"mainly_mouse"
"1822_Cell_Index448733",0,941,"unique_mouse"
"1822_Cell_Index448806",4355,11639,"mainly_mouse"
"1822_Cell_Index448821",0,1027,"unique_mouse"
"1822_Cell_Index448832",1561,0,"unique_human"
"1822_Cell_Index448864",9331,20624,"mainly_mouse"
"1822_Cell_Index448866",5267,0,"unique_human"
"1822_Cell_Index448911",1314,2758,"mainly_mouse"
"1822_Cell_Index448918",2631,0,"unique_human"
"1822_Cell_Index448934",570,1527,"mainly_mouse"
"1822_Cell_Index448984",2280,5985,"mainly_mouse"
"1822_Cell_Index449006",650,1896,"mainly_mouse"
"1822_Cell_Index449068",580,1666,"mainly_mouse"
"1822_Cell_Index449114",546,1421,"mainly_mouse"
"1822_Cell_Index449136",5710,14118,"mainly_mouse"
"1822_Cell_Index449255",0,836,"unique_mouse"
"1822_Cell_Index449350",780,0,"unique_human"
"1822_Cell_Index449459",0,1254,"unique_mouse"
"1822_Cell_Index449465",6789,16660,"mainly_mouse"
"1822_Cell_Index449509",0,20653,"unique_mouse"
"1822_Cell_Index44963",774,2297,"mainly_mouse"
"1822_Cell_Index449665",632,2028,"mainly_mouse"
"1822_Cell_Index44971",4452,11372,"mainly_mouse"
"1822_Cell_Index449720",722,2301,"mainly_mouse"
"1822_Cell_Index4498",8442,21242,"mainly_mouse"
"1822_Cell_Index449882",4881,10726,"mainly_mouse"
"1822_Cell_Index449976",584,0,"unique_human"
"1822_Cell_Index449988",0,1871,"unique_mouse"
"1822_Cell_Index450054",1135,0,"unique_human"
"1822_Cell_Index450098",0,871,"unique_mouse"
"1822_Cell_Index45019",3029,8009,"mainly_mouse"
"1822_Cell_Index450236",982,2415,"mainly_mouse"
"1822_Cell_Index450363",5582,13537,"mainly_mouse"
"1822_Cell_Index450377",0,770,"unique_mouse"
"1822_Cell_Index45045",514,1615,"mainly_mouse"
"1822_Cell_Index450475",668,2153,"mainly_mouse"
"1822_Cell_Index450661",0,660,"unique_mouse"
"1822_Cell_Index450732",2282,5534,"mainly_mouse"
"1822_Cell_Index45080",0,651,"unique_mouse"
"1822_Cell_Index45092",0,535,"unique_mouse"
"1822_Cell_Index450942",2370,5789,"mainly_mouse"
"1822_Cell_Index45099",0,551,"unique_mouse"
"1822_Cell_Index450990",1626,4443,"mainly_mouse"
"1822_Cell_Index450997",539,0,"unique_human"
"1822_Cell_Index451001",771,2102,"mainly_mouse"
"1822_Cell_Index451227",0,607,"unique_mouse"
"1822_Cell_Index451248",1685,5065,"mainly_mouse"
"1822_Cell_Index451392",0,1253,"unique_mouse"
"1822_Cell_Index451418",504,1683,"mainly_mouse"
"1822_Cell_Index451469",0,12137,"unique_mouse"
"1822_Cell_Index45148",801,2559,"mainly_mouse"
"1822_Cell_Index451501",1102,3204,"mainly_mouse"
"1822_Cell_Index451528",0,586,"unique_mouse"
"1822_Cell_Index451546",7775,17841,"mainly_mouse"
"1822_Cell_Index451562",0,37509,"unique_mouse"
"1822_Cell_Index451571",3326,8646,"mainly_mouse"
"1822_Cell_Index451579",5132,13501,"mainly_mouse"
"1822_Cell_Index451687",996,2454,"mainly_mouse"
"1822_Cell_Index451696",680,2138,"mainly_mouse"
"1822_Cell_Index451841",0,1149,"unique_mouse"
"1822_Cell_Index451861",644,1845,"mainly_mouse"
"1822_Cell_Index4519",0,618,"unique_mouse"
"1822_Cell_Index451963",0,13691,"unique_mouse"
"1822_Cell_Index452042",2208,5322,"mainly_mouse"
"1822_Cell_Index452082",6296,14837,"mainly_mouse"
"1822_Cell_Index452109",0,1436,"unique_mouse"
"1822_Cell_Index452126",0,1235,"unique_mouse"
"1822_Cell_Index452184",669,1915,"mainly_mouse"
"1822_Cell_Index452191",883,2317,"mainly_mouse"
"1822_Cell_Index452218",541,1378,"mainly_mouse"
"1822_Cell_Index452269",0,1345,"unique_mouse"
"1822_Cell_Index452384",502,1648,"mainly_mouse"
"1822_Cell_Index45245",803,2795,"mainly_mouse"
"1822_Cell_Index452584",893,2515,"mainly_mouse"
"1822_Cell_Index452757",17325,36709,"mainly_mouse"
"1822_Cell_Index452860",2439,6685,"mainly_mouse"
"1822_Cell_Index452861",0,1033,"unique_mouse"
"1822_Cell_Index45292",0,18120,"unique_mouse"
"1822_Cell_Index45293",0,20819,"unique_mouse"
"1822_Cell_Index453145",0,3253,"unique_mouse"
"1822_Cell_Index453174",2713,6761,"mainly_mouse"
"1822_Cell_Index453311",841,2539,"mainly_mouse"
"1822_Cell_Index453321",0,18088,"unique_mouse"
"1822_Cell_Index453468",0,716,"unique_mouse"
"1822_Cell_Index453501",3242,9703,"mainly_mouse"
"1822_Cell_Index453543",701,2162,"mainly_mouse"
"1822_Cell_Index453656",5065,12336,"mainly_mouse"
"1822_Cell_Index453730",7360,15791,"mainly_mouse"
"1822_Cell_Index453826",862,2472,"mainly_mouse"
"1822_Cell_Index453844",0,738,"unique_mouse"
"1822_Cell_Index453955",0,1029,"unique_mouse"
"1822_Cell_Index454046",2343,0,"unique_human"
"1822_Cell_Index454213",5181,13249,"mainly_mouse"
"1822_Cell_Index454286",541,1611,"mainly_mouse"
"1822_Cell_Index454301",580,1615,"mainly_mouse"
"1822_Cell_Index454366",0,787,"unique_mouse"
"1822_Cell_Index45438",895,2844,"mainly_mouse"
"1822_Cell_Index454585",788,2079,"mainly_mouse"
"1822_Cell_Index454619",0,725,"unique_mouse"
"1822_Cell_Index454666",669,2247,"mainly_mouse"
"1822_Cell_Index454690",789,2032,"mainly_mouse"
"1822_Cell_Index454715",0,506,"unique_mouse"
"1822_Cell_Index45472",610,1909,"mainly_mouse"
"1822_Cell_Index454732",0,1031,"unique_mouse"
"1822_Cell_Index454924",570,1729,"mainly_mouse"
"1822_Cell_Index45496",0,777,"unique_mouse"
"1822_Cell_Index454998",6229,15743,"mainly_mouse"
"1822_Cell_Index455106",0,1250,"unique_mouse"
"1822_Cell_Index45512",530,1467,"mainly_mouse"
"1822_Cell_Index455267",644,1932,"mainly_mouse"
"1822_Cell_Index455418",576,1800,"mainly_mouse"
"1822_Cell_Index455496",5617,13573,"mainly_mouse"
"1822_Cell_Index455638",4806,12169,"mainly_mouse"
"1822_Cell_Index455778",0,1429,"unique_mouse"
"1822_Cell_Index455808",0,1079,"unique_mouse"
"1822_Cell_Index455830",567,1725,"mainly_mouse"
"1822_Cell_Index455841",5806,12272,"mainly_mouse"
"1822_Cell_Index455844",2652,7828,"mainly_mouse"
"1822_Cell_Index455858",0,887,"unique_mouse"
"1822_Cell_Index455905",521,1521,"mainly_mouse"
"1822_Cell_Index455932",0,766,"unique_mouse"
"1822_Cell_Index456031",0,1136,"unique_mouse"
"1822_Cell_Index456044",581,1853,"mainly_mouse"
"1822_Cell_Index456072",5080,13125,"mainly_mouse"
"1822_Cell_Index456125",573,1718,"mainly_mouse"
"1822_Cell_Index456152",0,1572,"unique_mouse"
"1822_Cell_Index456239",0,1501,"unique_mouse"
"1822_Cell_Index456240",1380,0,"unique_human"
"1822_Cell_Index45628",965,2804,"mainly_mouse"
"1822_Cell_Index456296",9675,24127,"mainly_mouse"
"1822_Cell_Index456338",5197,13119,"mainly_mouse"
"1822_Cell_Index456615",0,905,"unique_mouse"
"1822_Cell_Index456776",1317,0,"unique_human"
"1822_Cell_Index456793",4785,11717,"mainly_mouse"
"1822_Cell_Index456794",626,1935,"mainly_mouse"
"1822_Cell_Index456966",0,648,"unique_mouse"
"1822_Cell_Index45698",785,2415,"mainly_mouse"
"1822_Cell_Index457035",616,1780,"mainly_mouse"
"1822_Cell_Index457088",717,1970,"mainly_mouse"
"1822_Cell_Index457120",0,707,"unique_mouse"
"1822_Cell_Index45719",6248,14798,"mainly_mouse"
"1822_Cell_Index457239",0,781,"unique_mouse"
"1822_Cell_Index457340",0,1649,"unique_mouse"
"1822_Cell_Index457349",650,2007,"mainly_mouse"
"1822_Cell_Index457485",0,518,"unique_mouse"
"1822_Cell_Index457523",751,2287,"mainly_mouse"
"1822_Cell_Index457824",1105,3046,"mainly_mouse"
"1822_Cell_Index457895",1886,4242,"mainly_mouse"
"1822_Cell_Index457930",0,705,"unique_mouse"
"1822_Cell_Index457946",0,1235,"unique_mouse"
"1822_Cell_Index457992",0,568,"unique_mouse"
"1822_Cell_Index458026",0,836,"unique_mouse"
"1822_Cell_Index458107",531,1644,"mainly_mouse"
"1822_Cell_Index458110",673,2045,"mainly_mouse"
"1822_Cell_Index458123",2624,6733,"mainly_mouse"
"1822_Cell_Index45823",2135,5026,"mainly_mouse"
"1822_Cell_Index458458",0,1312,"unique_mouse"
"1822_Cell_Index458804",600,2019,"mainly_mouse"
"1822_Cell_Index458829",639,1646,"mainly_mouse"
"1822_Cell_Index458859",4472,0,"unique_human"
"1822_Cell_Index458889",0,661,"unique_mouse"
"1822_Cell_Index458915",834,2100,"mainly_mouse"
"1822_Cell_Index458952",795,2018,"mainly_mouse"
"1822_Cell_Index459034",0,1356,"unique_mouse"
"1822_Cell_Index459090",3730,9686,"mainly_mouse"
"1822_Cell_Index459143",564,1602,"mainly_mouse"
"1822_Cell_Index459145",0,1590,"unique_mouse"
"1822_Cell_Index459147",0,1361,"unique_mouse"
"1822_Cell_Index459173",6886,17907,"mainly_mouse"
"1822_Cell_Index45919",634,1850,"mainly_mouse"
"1822_Cell_Index459274",0,1410,"unique_mouse"
"1822_Cell_Index459409",2046,0,"unique_human"
"1822_Cell_Index459437",1073,3081,"mainly_mouse"
"1822_Cell_Index45947",974,2731,"mainly_mouse"
"1822_Cell_Index459612",0,644,"unique_mouse"
"1822_Cell_Index459635",6661,15399,"mainly_mouse"
"1822_Cell_Index459650",717,2078,"mainly_mouse"
"1822_Cell_Index459691",581,1849,"mainly_mouse"
"1822_Cell_Index459696",4831,12874,"mainly_mouse"
"1822_Cell_Index459754",4438,11076,"mainly_mouse"
"1822_Cell_Index459791",0,515,"unique_mouse"
"1822_Cell_Index459949",0,1367,"unique_mouse"
"1822_Cell_Index460032",775,2651,"mainly_mouse"
"1822_Cell_Index460055",0,814,"unique_mouse"
"1822_Cell_Index460070",6048,13901,"mainly_mouse"
"1822_Cell_Index460133",1135,2657,"mainly_mouse"
"1822_Cell_Index460146",875,2548,"mainly_mouse"
"1822_Cell_Index460221",0,1241,"unique_mouse"
"1822_Cell_Index460314",620,1857,"mainly_mouse"
"1822_Cell_Index460460",0,549,"unique_mouse"
"1822_Cell_Index460499",653,1910,"mainly_mouse"
"1822_Cell_Index460550",585,1601,"mainly_mouse"
"1822_Cell_Index46065",7110,14287,"mainly_mouse"
"1822_Cell_Index460705",2932,7056,"mainly_mouse"
"1822_Cell_Index460710",553,1833,"mainly_mouse"
"1822_Cell_Index460818",1238,3634,"mainly_mouse"
"1822_Cell_Index46090",3373,9259,"mainly_mouse"
"1822_Cell_Index460985",6616,17231,"mainly_mouse"
"1822_Cell_Index461",0,2055,"unique_mouse"
"1822_Cell_Index461000",0,501,"unique_mouse"
"1822_Cell_Index461045",913,2902,"mainly_mouse"
"1822_Cell_Index461079",4554,10701,"mainly_mouse"
"1822_Cell_Index461196",1734,4994,"mainly_mouse"
"1822_Cell_Index461208",0,637,"unique_mouse"
"1822_Cell_Index461212",6380,16240,"mainly_mouse"
"1822_Cell_Index46128",772,2213,"mainly_mouse"
"1822_Cell_Index461310",773,2274,"mainly_mouse"
"1822_Cell_Index461337",13076,31355,"mainly_mouse"
"1822_Cell_Index46138",754,2447,"mainly_mouse"
"1822_Cell_Index46141",3506,8949,"mainly_mouse"
"1822_Cell_Index461452",2592,6555,"mainly_mouse"
"1822_Cell_Index461530",1957,0,"unique_human"
"1822_Cell_Index461536",0,929,"unique_mouse"
"1822_Cell_Index461547",4740,10658,"mainly_mouse"
"1822_Cell_Index46175",0,531,"unique_mouse"
"1822_Cell_Index461807",0,1450,"unique_mouse"
"1822_Cell_Index461902",547,1672,"mainly_mouse"
"1822_Cell_Index461961",0,2483,"unique_mouse"
"1822_Cell_Index461981",587,1543,"mainly_mouse"
"1822_Cell_Index462070",3716,7803,"mainly_mouse"
"1822_Cell_Index46209",0,1228,"unique_mouse"
"1822_Cell_Index462110",589,1829,"mainly_mouse"
"1822_Cell_Index462142",506,1359,"mainly_mouse"
"1822_Cell_Index462291",0,968,"unique_mouse"
"1822_Cell_Index462358",0,1488,"unique_mouse"
"1822_Cell_Index462411",503,1570,"mainly_mouse"
"1822_Cell_Index462469",1091,0,"unique_human"
"1822_Cell_Index46251",625,1896,"mainly_mouse"
"1822_Cell_Index462670",0,1008,"unique_mouse"
"1822_Cell_Index462748",7561,18462,"mainly_mouse"
"1822_Cell_Index462890",529,1726,"mainly_mouse"
"1822_Cell_Index463028",801,2312,"mainly_mouse"
"1822_Cell_Index46308",17899,40152,"mainly_mouse"
"1822_Cell_Index463200",757,2167,"mainly_mouse"
"1822_Cell_Index463384",2102,0,"unique_human"
"1822_Cell_Index463472",6708,16784,"mainly_mouse"
"1822_Cell_Index463520",662,1907,"mainly_mouse"
"1822_Cell_Index463549",784,0,"unique_human"
"1822_Cell_Index463579",531,1356,"mainly_mouse"
"1822_Cell_Index463634",683,2045,"mainly_mouse"
"1822_Cell_Index463797",571,1782,"mainly_mouse"
"1822_Cell_Index463837",659,1885,"mainly_mouse"
"1822_Cell_Index463937",0,548,"unique_mouse"
"1822_Cell_Index463967",656,1982,"mainly_mouse"
"1822_Cell_Index463973",937,2803,"mainly_mouse"
"1822_Cell_Index464009",3255,7994,"mainly_mouse"
"1822_Cell_Index464010",0,1283,"unique_mouse"
"1822_Cell_Index464036",521,1529,"mainly_mouse"
"1822_Cell_Index464078",12216,29185,"mainly_mouse"
"1822_Cell_Index464131",2238,5795,"mainly_mouse"
"1822_Cell_Index464134",778,2280,"mainly_mouse"
"1822_Cell_Index464222",0,1529,"unique_mouse"
"1822_Cell_Index464239",6859,17281,"mainly_mouse"
"1822_Cell_Index464409",1089,0,"unique_human"
"1822_Cell_Index46450",0,1003,"unique_mouse"
"1822_Cell_Index464531",9709,23776,"mainly_mouse"
"1822_Cell_Index464553",0,1006,"unique_mouse"
"1822_Cell_Index464562",0,1527,"unique_mouse"
"1822_Cell_Index464574",2602,6563,"mainly_mouse"
"1822_Cell_Index46458",1282,3273,"mainly_mouse"
"1822_Cell_Index464672",0,627,"unique_mouse"
"1822_Cell_Index464698",789,2042,"mainly_mouse"
"1822_Cell_Index464727",4180,9099,"mainly_mouse"
"1822_Cell_Index464817",651,1831,"mainly_mouse"
"1822_Cell_Index46486",523,1764,"mainly_mouse"
"1822_Cell_Index464860",791,2226,"mainly_mouse"
"1822_Cell_Index46491",5536,13744,"mainly_mouse"
"1822_Cell_Index464964",0,1226,"unique_mouse"
"1822_Cell_Index465063",872,2444,"mainly_mouse"
"1822_Cell_Index465124",536,1572,"mainly_mouse"
"1822_Cell_Index465150",1047,2790,"mainly_mouse"
"1822_Cell_Index465228",2995,7353,"mainly_mouse"
"1822_Cell_Index465236",5795,15825,"mainly_mouse"
"1822_Cell_Index465264",2010,5483,"mainly_mouse"
"1822_Cell_Index465280",731,2244,"mainly_mouse"
"1822_Cell_Index465309",911,2730,"mainly_mouse"
"1822_Cell_Index465315",627,1959,"mainly_mouse"
"1822_Cell_Index465332",938,0,"unique_human"
"1822_Cell_Index4655",1099,0,"unique_human"
"1822_Cell_Index465517",657,0,"unique_human"
"1822_Cell_Index465603",1420,4188,"mainly_mouse"
"1822_Cell_Index465627",573,1930,"mainly_mouse"
"1822_Cell_Index46579",0,1251,"unique_mouse"
"1822_Cell_Index465815",0,1506,"unique_mouse"
"1822_Cell_Index465899",560,1574,"mainly_mouse"
"1822_Cell_Index465908",0,639,"unique_mouse"
"1822_Cell_Index465954",677,2027,"mainly_mouse"
"1822_Cell_Index46597",7225,4256,"mainly_human"
"1822_Cell_Index466038",0,549,"unique_mouse"
"1822_Cell_Index466249",763,2289,"mainly_mouse"
"1822_Cell_Index466313",1160,3396,"mainly_mouse"
"1822_Cell_Index466341",742,2419,"mainly_mouse"
"1822_Cell_Index466352",692,2149,"mainly_mouse"
"1822_Cell_Index466362",0,997,"unique_mouse"
"1822_Cell_Index466456",568,1669,"mainly_mouse"
"1822_Cell_Index466554",2834,7908,"mainly_mouse"
"1822_Cell_Index466652",662,2095,"mainly_mouse"
"1822_Cell_Index466690",4834,13862,"mainly_mouse"
"1822_Cell_Index466726",665,1766,"mainly_mouse"
"1822_Cell_Index466757",514,1601,"mainly_mouse"
"1822_Cell_Index466796",2025,5165,"mainly_mouse"
"1822_Cell_Index466853",675,2086,"mainly_mouse"
"1822_Cell_Index466922",0,535,"unique_mouse"
"1822_Cell_Index466942",7626,18613,"mainly_mouse"
"1822_Cell_Index466981",557,1988,"mainly_mouse"
"1822_Cell_Index467026",0,1518,"unique_mouse"
"1822_Cell_Index467047",637,1718,"mainly_mouse"
"1822_Cell_Index467049",3180,7721,"mainly_mouse"
"1822_Cell_Index467094",0,1588,"unique_mouse"
"1822_Cell_Index467117",701,2024,"mainly_mouse"
"1822_Cell_Index467226",0,1398,"unique_mouse"
"1822_Cell_Index467295",623,1787,"mainly_mouse"
"1822_Cell_Index467352",629,1887,"mainly_mouse"
