"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"7273_Cell_Index260708",817,2581,"mainly_mouse"
"7273_Cell_Index26092",0,1745,"unique_mouse"
"7273_Cell_Index260934",1621,0,"unique_human"
"7273_Cell_Index261094",1899,4704,"mainly_mouse"
"7273_Cell_Index261128",2393,5802,"mainly_mouse"
"7273_Cell_Index261174",883,2177,"mainly_mouse"
"7273_Cell_Index261195",6237,3153,"mainly_human"
"7273_Cell_Index261263",2480,5462,"mainly_mouse"
"7273_Cell_Index261342",0,3772,"unique_mouse"
"7273_Cell_Index2614",869,2196,"mainly_mouse"
"7273_Cell_Index261430",958,0,"unique_human"
"7273_Cell_Index261534",0,4323,"unique_mouse"
"7273_Cell_Index261610",0,3988,"unique_mouse"
"7273_Cell_Index261775",0,5667,"unique_mouse"
"7273_Cell_Index261805",1573,3257,"mainly_mouse"
"7273_Cell_Index262358",0,3644,"unique_mouse"
"7273_Cell_Index262374",1392,3840,"mainly_mouse"
"7273_Cell_Index26245",0,7779,"unique_mouse"
"7273_Cell_Index262518",1609,4270,"mainly_mouse"
"7273_Cell_Index262556",0,2728,"unique_mouse"
"7273_Cell_Index262706",3519,9614,"mainly_mouse"
"7273_Cell_Index262999",878,2126,"mainly_mouse"
"7273_Cell_Index263031",0,3601,"unique_mouse"
"7273_Cell_Index263132",1071,2365,"mainly_mouse"
"7273_Cell_Index263244",0,9624,"unique_mouse"
"7273_Cell_Index263309",2153,5293,"mainly_mouse"
"7273_Cell_Index263524",1172,0,"unique_human"
"7273_Cell_Index263598",2910,1262,"mainly_human"
"7273_Cell_Index263819",600,1506,"mainly_mouse"
"7273_Cell_Index264029",4621,9789,"mainly_mouse"
"7273_Cell_Index264202",1148,2785,"mainly_mouse"
"7273_Cell_Index264668",3677,9090,"mainly_mouse"
"7273_Cell_Index264705",0,3693,"unique_mouse"
"7273_Cell_Index264731",785,2093,"mainly_mouse"
"7273_Cell_Index264798",7104,3021,"mainly_human"
"7273_Cell_Index264924",1178,0,"unique_human"
"7273_Cell_Index264946",1147,2883,"mainly_mouse"
"7273_Cell_Index26541",1078,2267,"mainly_mouse"
"7273_Cell_Index265599",1058,2403,"mainly_mouse"
"7273_Cell_Index265681",0,1784,"unique_mouse"
"7273_Cell_Index265879",530,998,"mainly_mouse"
"7273_Cell_Index265881",677,0,"unique_human"
"7273_Cell_Index265996",614,1760,"mainly_mouse"
"7273_Cell_Index266164",722,0,"unique_human"
"7273_Cell_Index2662",992,2862,"mainly_mouse"
"7273_Cell_Index266413",1960,5327,"mainly_mouse"
"7273_Cell_Index266484",2016,4343,"mainly_mouse"
"7273_Cell_Index26650",889,2300,"mainly_mouse"
"7273_Cell_Index266906",0,2157,"unique_mouse"
"7273_Cell_Index266930",856,0,"unique_human"
"7273_Cell_Index266972",0,1169,"unique_mouse"
"7273_Cell_Index26706",2823,7251,"mainly_mouse"
"7273_Cell_Index267088",0,5377,"unique_mouse"
"7273_Cell_Index267131",1524,3809,"mainly_mouse"
"7273_Cell_Index267310",820,1822,"mainly_mouse"
"7273_Cell_Index267471",0,3206,"unique_mouse"
"7273_Cell_Index26762",0,5788,"unique_mouse"
"7273_Cell_Index267769",1488,3527,"mainly_mouse"
"7273_Cell_Index267806",3822,10727,"mainly_mouse"
"7273_Cell_Index267848",1534,0,"unique_human"
"7273_Cell_Index267910",882,0,"unique_human"
"7273_Cell_Index268069",1727,0,"unique_human"
"7273_Cell_Index26813",3418,7758,"mainly_mouse"
"7273_Cell_Index268210",0,3974,"unique_mouse"
"7273_Cell_Index268336",1754,4856,"mainly_mouse"
"7273_Cell_Index268369",2821,5477,"mainly_mouse"
"7273_Cell_Index268462",0,2408,"unique_mouse"
"7273_Cell_Index268701",1848,4452,"mainly_mouse"
"7273_Cell_Index269014",0,2601,"unique_mouse"
"7273_Cell_Index269294",0,2524,"unique_mouse"
"7273_Cell_Index269478",1014,0,"unique_human"
"7273_Cell_Index269756",1284,3259,"mainly_mouse"
"7273_Cell_Index269822",1840,4961,"mainly_mouse"
"7273_Cell_Index270173",2419,0,"unique_human"
"7273_Cell_Index2703",4747,9048,"mainly_mouse"
"7273_Cell_Index270309",2586,6943,"mainly_mouse"
"7273_Cell_Index270406",0,3075,"unique_mouse"
"7273_Cell_Index27048",1240,3282,"mainly_mouse"
"7273_Cell_Index270519",1097,3175,"mainly_mouse"
"7273_Cell_Index270605",0,4023,"unique_mouse"
"7273_Cell_Index270684",1230,0,"unique_human"
"7273_Cell_Index270800",0,2784,"unique_mouse"
"7273_Cell_Index271080",0,2441,"unique_mouse"
"7273_Cell_Index271168",1079,2534,"mainly_mouse"
"7273_Cell_Index271458",1918,5167,"mainly_mouse"
"7273_Cell_Index271605",1207,3146,"mainly_mouse"
"7273_Cell_Index271670",1337,3329,"mainly_mouse"
"7273_Cell_Index271836",1278,3170,"mainly_mouse"
"7273_Cell_Index271964",0,1358,"unique_mouse"
"7273_Cell_Index27213",2000,0,"unique_human"
"7273_Cell_Index272202",2041,0,"unique_human"
"7273_Cell_Index272292",0,3474,"unique_mouse"
"7273_Cell_Index272547",0,2011,"unique_mouse"
"7273_Cell_Index272983",4916,11482,"mainly_mouse"
"7273_Cell_Index273312",724,1571,"mainly_mouse"
"7273_Cell_Index273856",777,0,"unique_human"
"7273_Cell_Index273956",9209,3917,"mainly_human"
"7273_Cell_Index274068",1086,2847,"mainly_mouse"
"7273_Cell_Index274137",630,0,"unique_human"
"7273_Cell_Index274333",6290,2260,"mainly_human"
"7273_Cell_Index274362",558,1507,"mainly_mouse"
"7273_Cell_Index274374",1388,2912,"mainly_mouse"
"7273_Cell_Index274597",0,3722,"unique_mouse"
"7273_Cell_Index274717",0,3132,"unique_mouse"
"7273_Cell_Index274739",0,8284,"unique_mouse"
"7273_Cell_Index274808",1069,2661,"mainly_mouse"
"7273_Cell_Index275461",3021,7254,"mainly_mouse"
"7273_Cell_Index275613",1091,0,"unique_human"
"7273_Cell_Index275756",0,3844,"unique_mouse"
"7273_Cell_Index276056",3880,9686,"mainly_mouse"
"7273_Cell_Index276060",1123,2708,"mainly_mouse"
"7273_Cell_Index276326",0,2574,"unique_mouse"
"7273_Cell_Index276385",0,1476,"unique_mouse"
"7273_Cell_Index276538",629,1657,"mainly_mouse"
"7273_Cell_Index276541",754,1953,"mainly_mouse"
"7273_Cell_Index276793",694,1717,"mainly_mouse"
"7273_Cell_Index276803",0,3877,"unique_mouse"
"7273_Cell_Index277013",1077,3855,"mainly_mouse"
"7273_Cell_Index277148",1397,0,"unique_human"
"7273_Cell_Index277381",0,1724,"unique_mouse"
"7273_Cell_Index277522",0,2251,"unique_mouse"
"7273_Cell_Index277566",0,2860,"unique_mouse"
"7273_Cell_Index277616",2912,5909,"mainly_mouse"
"7273_Cell_Index277765",6993,15417,"mainly_mouse"
"7273_Cell_Index277768",703,1979,"mainly_mouse"
"7273_Cell_Index278077",1688,4322,"mainly_mouse"
"7273_Cell_Index278132",749,0,"unique_human"
"7273_Cell_Index278468",0,2402,"unique_mouse"
"7273_Cell_Index27852",814,2366,"mainly_mouse"
"7273_Cell_Index278585",1288,2989,"mainly_mouse"
"7273_Cell_Index278775",2777,6577,"mainly_mouse"
"7273_Cell_Index27885",1394,4469,"mainly_mouse"
"7273_Cell_Index278860",2408,0,"unique_human"
"7273_Cell_Index278953",2253,5663,"mainly_mouse"
"7273_Cell_Index278995",3044,8154,"mainly_mouse"
"7273_Cell_Index279005",2633,7012,"mainly_mouse"
"7273_Cell_Index279173",547,1410,"mainly_mouse"
"7273_Cell_Index279199",1008,0,"unique_human"
"7273_Cell_Index279215",2174,0,"unique_human"
"7273_Cell_Index279289",1333,3463,"mainly_mouse"
"7273_Cell_Index279709",1020,0,"unique_human"
"7273_Cell_Index280005",0,1527,"unique_mouse"
"7273_Cell_Index280129",1368,3369,"mainly_mouse"
"7273_Cell_Index280225",4070,10896,"mainly_mouse"
"7273_Cell_Index280812",1066,2632,"mainly_mouse"
"7273_Cell_Index280895",1606,3699,"mainly_mouse"
"7273_Cell_Index280946",0,3222,"unique_mouse"
"7273_Cell_Index281072",1734,4206,"mainly_mouse"
"7273_Cell_Index281169",3915,7635,"mainly_mouse"
"7273_Cell_Index281241",1846,4425,"mainly_mouse"
"7273_Cell_Index281292",1816,5221,"mainly_mouse"
"7273_Cell_Index281437",2384,5970,"mainly_mouse"
"7273_Cell_Index28146",1376,3343,"mainly_mouse"
"7273_Cell_Index281479",2329,5374,"mainly_mouse"
"7273_Cell_Index281521",1660,4250,"mainly_mouse"
"7273_Cell_Index281694",5308,11360,"mainly_mouse"
"7273_Cell_Index281713",1336,2642,"mainly_mouse"
"7273_Cell_Index281753",0,3775,"unique_mouse"
"7273_Cell_Index281817",3250,7723,"mainly_mouse"
"7273_Cell_Index282112",0,4621,"unique_mouse"
"7273_Cell_Index282183",1347,0,"unique_human"
"7273_Cell_Index282304",1446,3649,"mainly_mouse"
"7273_Cell_Index282404",3378,8366,"mainly_mouse"
"7273_Cell_Index282491",0,3712,"unique_mouse"
"7273_Cell_Index282547",640,0,"unique_human"
"7273_Cell_Index282600",7924,3543,"mainly_human"
"7273_Cell_Index282870",743,2036,"mainly_mouse"
"7273_Cell_Index282925",1582,3760,"mainly_mouse"
"7273_Cell_Index283076",2822,8340,"mainly_mouse"
"7273_Cell_Index283172",0,4598,"unique_mouse"
"7273_Cell_Index283563",1049,2504,"mainly_mouse"
"7273_Cell_Index283615",0,2693,"unique_mouse"
"7273_Cell_Index28372",2342,6004,"mainly_mouse"
"7273_Cell_Index28387",0,7067,"unique_mouse"
"7273_Cell_Index283959",927,2473,"mainly_mouse"
"7273_Cell_Index284030",939,2585,"mainly_mouse"
"7273_Cell_Index284046",2047,6479,"mainly_mouse"
"7273_Cell_Index284052",1031,0,"unique_human"
"7273_Cell_Index284153",3435,0,"unique_human"
"7273_Cell_Index284472",1471,3501,"mainly_mouse"
"7273_Cell_Index28454",0,1783,"unique_mouse"
"7273_Cell_Index284573",0,3926,"unique_mouse"
"7273_Cell_Index284692",1202,0,"unique_human"
"7273_Cell_Index284752",2122,5965,"mainly_mouse"
"7273_Cell_Index284991",0,7581,"unique_mouse"
"7273_Cell_Index285196",0,1801,"unique_mouse"
"7273_Cell_Index285222",1217,3200,"mainly_mouse"
"7273_Cell_Index285296",1285,3059,"mainly_mouse"
"7273_Cell_Index285405",1174,2878,"mainly_mouse"
"7273_Cell_Index285533",0,4252,"unique_mouse"
"7273_Cell_Index285539",0,4484,"unique_mouse"
"7273_Cell_Index285760",6102,2864,"mainly_human"
"7273_Cell_Index285823",4536,9140,"mainly_mouse"
"7273_Cell_Index285824",690,1840,"mainly_mouse"
"7273_Cell_Index285859",0,4583,"unique_mouse"
"7273_Cell_Index285997",4697,11242,"mainly_mouse"
"7273_Cell_Index28610",0,2327,"unique_mouse"
"7273_Cell_Index28618",4388,10560,"mainly_mouse"
"7273_Cell_Index28628",0,3596,"unique_mouse"
"7273_Cell_Index286419",651,0,"unique_human"
"7273_Cell_Index286425",0,2587,"unique_mouse"
"7273_Cell_Index286466",0,1947,"unique_mouse"
"7273_Cell_Index286757",1693,3838,"mainly_mouse"
"7273_Cell_Index28706",0,3028,"unique_mouse"
"7273_Cell_Index287072",1009,2811,"mainly_mouse"
"7273_Cell_Index28708",1085,2457,"mainly_mouse"
"7273_Cell_Index287163",657,1901,"mainly_mouse"
"7273_Cell_Index287365",1498,3334,"mainly_mouse"
"7273_Cell_Index2874",3098,8840,"mainly_mouse"
"7273_Cell_Index287490",0,3281,"unique_mouse"
"7273_Cell_Index287643",0,4077,"unique_mouse"
"7273_Cell_Index287672",0,5254,"unique_mouse"
"7273_Cell_Index287792",786,2074,"mainly_mouse"
"7273_Cell_Index287884",1812,4624,"mainly_mouse"
"7273_Cell_Index288040",0,2739,"unique_mouse"
"7273_Cell_Index288211",0,2974,"unique_mouse"
"7273_Cell_Index28840",2941,8057,"mainly_mouse"
"7273_Cell_Index288605",0,3875,"unique_mouse"
"7273_Cell_Index288632",3612,9771,"mainly_mouse"
"7273_Cell_Index28864",1053,2532,"mainly_mouse"
"7273_Cell_Index289117",0,4404,"unique_mouse"
"7273_Cell_Index289584",0,6601,"unique_mouse"
"7273_Cell_Index289688",766,1831,"mainly_mouse"
"7273_Cell_Index289766",0,2205,"unique_mouse"
"7273_Cell_Index289901",3499,7111,"mainly_mouse"
"7273_Cell_Index289917",1561,3765,"mainly_mouse"
"7273_Cell_Index289958",1005,0,"unique_human"
"7273_Cell_Index290096",3384,7705,"mainly_mouse"
"7273_Cell_Index29015",1660,3987,"mainly_mouse"
"7273_Cell_Index290713",1517,3805,"mainly_mouse"
"7273_Cell_Index290749",0,2544,"unique_mouse"
"7273_Cell_Index29085",2366,5758,"mainly_mouse"
"7273_Cell_Index290881",3739,8715,"mainly_mouse"
"7273_Cell_Index291717",653,1587,"mainly_mouse"
"7273_Cell_Index291756",961,0,"unique_human"
"7273_Cell_Index291805",0,3606,"unique_mouse"
"7273_Cell_Index291936",0,3226,"unique_mouse"
"7273_Cell_Index292033",1439,3600,"mainly_mouse"
"7273_Cell_Index292047",1111,0,"unique_human"
"7273_Cell_Index292428",1288,2955,"mainly_mouse"
"7273_Cell_Index292547",0,1240,"unique_mouse"
"7273_Cell_Index293009",639,1763,"mainly_mouse"
"7273_Cell_Index293060",2800,7321,"mainly_mouse"
"7273_Cell_Index293202",2259,0,"unique_human"
"7273_Cell_Index293283",1088,0,"unique_human"
"7273_Cell_Index293299",0,2072,"unique_mouse"
"7273_Cell_Index293425",3120,7811,"mainly_mouse"
"7273_Cell_Index293829",1120,3312,"mainly_mouse"
"7273_Cell_Index293858",0,1779,"unique_mouse"
"7273_Cell_Index293900",908,2326,"mainly_mouse"
"7273_Cell_Index293938",1711,4678,"mainly_mouse"
"7273_Cell_Index294451",0,5299,"unique_mouse"
"7273_Cell_Index294507",1147,2846,"mainly_mouse"
"7273_Cell_Index294747",890,0,"unique_human"
"7273_Cell_Index294856",0,7470,"unique_mouse"
"7273_Cell_Index294886",0,1245,"unique_mouse"
"7273_Cell_Index294962",1062,2804,"mainly_mouse"
"7273_Cell_Index295024",1268,0,"unique_human"
"7273_Cell_Index295110",1575,0,"unique_human"
"7273_Cell_Index295133",796,2499,"mainly_mouse"
"7273_Cell_Index295217",2145,5572,"mainly_mouse"
"7273_Cell_Index295293",708,0,"unique_human"
"7273_Cell_Index295519",976,0,"unique_human"
"7273_Cell_Index295579",0,3561,"unique_mouse"
"7273_Cell_Index295706",945,2772,"mainly_mouse"
"7273_Cell_Index295758",1500,4018,"mainly_mouse"
"7273_Cell_Index295801",0,2282,"unique_mouse"
"7273_Cell_Index295860",0,1771,"unique_mouse"
"7273_Cell_Index296223",0,1419,"unique_mouse"
"7273_Cell_Index29647",934,2456,"mainly_mouse"
"7273_Cell_Index296559",0,1016,"unique_mouse"
"7273_Cell_Index296712",537,1513,"mainly_mouse"
"7273_Cell_Index29672",673,1700,"mainly_mouse"
"7273_Cell_Index296778",867,2069,"mainly_mouse"
"7273_Cell_Index297138",0,2078,"unique_mouse"
"7273_Cell_Index297284",0,6017,"unique_mouse"
"7273_Cell_Index297293",1723,4751,"mainly_mouse"
"7273_Cell_Index297457",708,1604,"mainly_mouse"
"7273_Cell_Index297487",0,2924,"unique_mouse"
"7273_Cell_Index297683",0,4190,"unique_mouse"
"7273_Cell_Index297756",0,1399,"unique_mouse"
"7273_Cell_Index297986",1948,5253,"mainly_mouse"
"7273_Cell_Index298084",4832,9869,"mainly_mouse"
"7273_Cell_Index298206",756,1926,"mainly_mouse"
"7273_Cell_Index298232",1162,3013,"mainly_mouse"
"7273_Cell_Index298281",0,4941,"unique_mouse"
"7273_Cell_Index298457",1560,3973,"mainly_mouse"
"7273_Cell_Index298716",0,1098,"unique_mouse"
"7273_Cell_Index298758",1360,3480,"mainly_mouse"
"7273_Cell_Index298910",2791,0,"unique_human"
"7273_Cell_Index298912",709,0,"unique_human"
"7273_Cell_Index298929",1652,3762,"mainly_mouse"
"7273_Cell_Index299280",2254,6053,"mainly_mouse"
"7273_Cell_Index299509",713,1687,"mainly_mouse"
"7273_Cell_Index299525",0,2812,"unique_mouse"
"7273_Cell_Index299583",970,2976,"mainly_mouse"
"7273_Cell_Index299757",0,6005,"unique_mouse"
"7273_Cell_Index299832",0,1208,"unique_mouse"
"7273_Cell_Index299875",0,4648,"unique_mouse"
"7273_Cell_Index299901",1023,3031,"mainly_mouse"
"7273_Cell_Index299952",1901,4744,"mainly_mouse"
"7273_Cell_Index300207",0,2060,"unique_mouse"
"7273_Cell_Index300209",788,0,"unique_human"
"7273_Cell_Index300431",913,2033,"mainly_mouse"
"7273_Cell_Index300493",1551,3852,"mainly_mouse"
"7273_Cell_Index300532",0,3199,"unique_mouse"
"7273_Cell_Index300541",1700,0,"unique_human"
"7273_Cell_Index300571",644,0,"unique_human"
"7273_Cell_Index300588",702,1553,"mainly_mouse"
"7273_Cell_Index300596",1539,3306,"mainly_mouse"
"7273_Cell_Index300697",0,6616,"unique_mouse"
"7273_Cell_Index300794",1981,5247,"mainly_mouse"
"7273_Cell_Index300832",1251,3146,"mainly_mouse"
"7273_Cell_Index300879",0,4517,"unique_mouse"
"7273_Cell_Index301115",0,5178,"unique_mouse"
"7273_Cell_Index301186",957,0,"unique_human"
"7273_Cell_Index301944",0,4377,"unique_mouse"
"7273_Cell_Index302124",0,3093,"unique_mouse"
"7273_Cell_Index302190",0,5309,"unique_mouse"
"7273_Cell_Index302469",593,0,"unique_human"
"7273_Cell_Index302633",3084,1243,"mainly_human"
"7273_Cell_Index302859",636,1869,"mainly_mouse"
"7273_Cell_Index302928",720,1972,"mainly_mouse"
"7273_Cell_Index302989",1843,4682,"mainly_mouse"
"7273_Cell_Index303159",6314,2747,"mainly_human"
"7273_Cell_Index303613",0,2027,"unique_mouse"
"7273_Cell_Index303662",1871,4938,"mainly_mouse"
"7273_Cell_Index304099",999,2733,"mainly_mouse"
"7273_Cell_Index304323",0,1951,"unique_mouse"
"7273_Cell_Index304775",575,0,"unique_human"
"7273_Cell_Index305192",0,5361,"unique_mouse"
"7273_Cell_Index305251",0,856,"unique_mouse"
"7273_Cell_Index305407",2961,7274,"mainly_mouse"
"7273_Cell_Index305551",0,7168,"unique_mouse"
"7273_Cell_Index305555",0,5577,"unique_mouse"
"7273_Cell_Index306021",1463,3633,"mainly_mouse"
"7273_Cell_Index306089",4162,10007,"mainly_mouse"
"7273_Cell_Index3061",973,2665,"mainly_mouse"
"7273_Cell_Index306107",596,1073,"mainly_mouse"
"7273_Cell_Index306182",1606,4293,"mainly_mouse"
"7273_Cell_Index306327",0,3638,"unique_mouse"
"7273_Cell_Index306896",3369,6812,"mainly_mouse"
"7273_Cell_Index307127",1529,3646,"mainly_mouse"
"7273_Cell_Index307204",828,2436,"mainly_mouse"
"7273_Cell_Index307689",0,3443,"unique_mouse"
"7273_Cell_Index307695",1657,4047,"mainly_mouse"
"7273_Cell_Index308189",2598,0,"unique_human"
"7273_Cell_Index308313",0,1363,"unique_mouse"
"7273_Cell_Index308381",1215,0,"unique_human"
"7273_Cell_Index308432",0,6068,"unique_mouse"
"7273_Cell_Index308448",0,1405,"unique_mouse"
"7273_Cell_Index308553",1925,4885,"mainly_mouse"
"7273_Cell_Index30897",849,2081,"mainly_mouse"
"7273_Cell_Index308971",2099,0,"unique_human"
"7273_Cell_Index309065",2019,5126,"mainly_mouse"
"7273_Cell_Index309307",873,1972,"mainly_mouse"
"7273_Cell_Index310643",0,3469,"unique_mouse"
"7273_Cell_Index31074",2171,5866,"mainly_mouse"
"7273_Cell_Index310917",1546,3971,"mainly_mouse"
"7273_Cell_Index310924",2002,5110,"mainly_mouse"
"7273_Cell_Index311144",0,3002,"unique_mouse"
"7273_Cell_Index3112",2613,0,"unique_human"
"7273_Cell_Index311365",2419,6382,"mainly_mouse"
"7273_Cell_Index311395",1909,0,"unique_human"
"7273_Cell_Index311491",1394,3614,"mainly_mouse"
"7273_Cell_Index31178",537,1466,"mainly_mouse"
"7273_Cell_Index311874",2785,6832,"mainly_mouse"
"7273_Cell_Index3120",511,0,"unique_human"
"7273_Cell_Index312157",0,1576,"unique_mouse"
"7273_Cell_Index312193",1312,3278,"mainly_mouse"
"7273_Cell_Index312201",716,0,"unique_human"
"7273_Cell_Index312372",839,2214,"mainly_mouse"
"7273_Cell_Index312690",0,1607,"unique_mouse"
"7273_Cell_Index312975",755,1967,"mainly_mouse"
"7273_Cell_Index313134",2878,6577,"mainly_mouse"
"7273_Cell_Index313176",6097,13509,"mainly_mouse"
"7273_Cell_Index313225",1187,3271,"mainly_mouse"
"7273_Cell_Index313466",0,1978,"unique_mouse"
"7273_Cell_Index313508",0,4283,"unique_mouse"
"7273_Cell_Index313510",758,1872,"mainly_mouse"
"7273_Cell_Index313555",0,2414,"unique_mouse"
"7273_Cell_Index313989",739,1641,"mainly_mouse"
"7273_Cell_Index314",1984,4604,"mainly_mouse"
"7273_Cell_Index314119",517,0,"unique_human"
"7273_Cell_Index31419",1643,4429,"mainly_mouse"
"7273_Cell_Index314439",3231,7784,"mainly_mouse"
"7273_Cell_Index314468",1751,4388,"mainly_mouse"
"7273_Cell_Index314531",2510,5732,"mainly_mouse"
"7273_Cell_Index314544",2194,0,"unique_human"
"7273_Cell_Index314712",2145,5304,"mainly_mouse"
"7273_Cell_Index31504",0,7241,"unique_mouse"
"7273_Cell_Index315107",2224,6488,"mainly_mouse"
"7273_Cell_Index315185",0,2802,"unique_mouse"
"7273_Cell_Index315226",1044,2749,"mainly_mouse"
"7273_Cell_Index315513",0,2803,"unique_mouse"
"7273_Cell_Index31555",0,1336,"unique_mouse"
"7273_Cell_Index316482",1365,3662,"mainly_mouse"
"7273_Cell_Index316561",0,2804,"unique_mouse"
"7273_Cell_Index316648",1063,2671,"mainly_mouse"
"7273_Cell_Index316797",897,1801,"mainly_mouse"
"7273_Cell_Index316914",4473,8412,"mainly_mouse"
"7273_Cell_Index317124",3634,9471,"mainly_mouse"
"7273_Cell_Index317191",3349,8771,"mainly_mouse"
"7273_Cell_Index317196",2352,6312,"mainly_mouse"
"7273_Cell_Index317211",2172,4561,"mainly_mouse"
"7273_Cell_Index317246",1151,3046,"mainly_mouse"
"7273_Cell_Index31734",0,1898,"unique_mouse"
"7273_Cell_Index317521",0,2070,"unique_mouse"
"7273_Cell_Index317597",3075,7318,"mainly_mouse"
"7273_Cell_Index317598",1921,5559,"mainly_mouse"
"7273_Cell_Index317784",0,3196,"unique_mouse"
"7273_Cell_Index318027",698,1928,"mainly_mouse"
"7273_Cell_Index318061",7025,2800,"mainly_human"
"7273_Cell_Index318079",2805,6438,"mainly_mouse"
"7273_Cell_Index318247",0,1851,"unique_mouse"
"7273_Cell_Index318272",1270,0,"unique_human"
"7273_Cell_Index318356",744,0,"unique_human"
"7273_Cell_Index318430",560,1268,"mainly_mouse"
"7273_Cell_Index318452",1505,3938,"mainly_mouse"
"7273_Cell_Index319044",0,1828,"unique_mouse"
"7273_Cell_Index319220",860,2365,"mainly_mouse"
"7273_Cell_Index319259",0,2853,"unique_mouse"
"7273_Cell_Index319487",2591,7583,"mainly_mouse"
"7273_Cell_Index319561",1409,3982,"mainly_mouse"
"7273_Cell_Index319714",839,0,"unique_human"
"7273_Cell_Index319773",652,1835,"mainly_mouse"
"7273_Cell_Index320058",2232,5433,"mainly_mouse"
"7273_Cell_Index320259",713,1611,"mainly_mouse"
"7273_Cell_Index320323",875,0,"unique_human"
"7273_Cell_Index320374",0,3511,"unique_mouse"
"7273_Cell_Index320472",1113,0,"unique_human"
"7273_Cell_Index320505",3740,7521,"mainly_mouse"
"7273_Cell_Index32053",0,2857,"unique_mouse"
"7273_Cell_Index320592",3108,7378,"mainly_mouse"
"7273_Cell_Index320859",0,3333,"unique_mouse"
"7273_Cell_Index320932",1783,4245,"mainly_mouse"
"7273_Cell_Index321193",1263,3100,"mainly_mouse"
"7273_Cell_Index321408",548,1382,"mainly_mouse"
"7273_Cell_Index321471",5972,14594,"mainly_mouse"
"7273_Cell_Index321565",1292,0,"unique_human"
"7273_Cell_Index32190",2010,0,"unique_human"
"7273_Cell_Index322036",0,2676,"unique_mouse"
"7273_Cell_Index322268",0,4037,"unique_mouse"
"7273_Cell_Index322588",1527,4057,"mainly_mouse"
"7273_Cell_Index322671",1805,3616,"mainly_mouse"
"7273_Cell_Index322678",574,0,"unique_human"
"7273_Cell_Index322722",0,1406,"unique_mouse"
"7273_Cell_Index322819",1846,0,"unique_human"
"7273_Cell_Index322901",1022,2516,"mainly_mouse"
"7273_Cell_Index322959",0,6540,"unique_mouse"
"7273_Cell_Index323154",1725,3991,"mainly_mouse"
"7273_Cell_Index32325",0,792,"unique_mouse"
"7273_Cell_Index323291",6464,16112,"mainly_mouse"
"7273_Cell_Index323369",0,1478,"unique_mouse"
"7273_Cell_Index323477",6714,2853,"mainly_human"
"7273_Cell_Index323603",808,0,"unique_human"
"7273_Cell_Index323746",0,1207,"unique_mouse"
"7273_Cell_Index323767",1103,2965,"mainly_mouse"
"7273_Cell_Index323782",990,0,"unique_human"
"7273_Cell_Index323889",0,7287,"unique_mouse"
"7273_Cell_Index324061",1414,4045,"mainly_mouse"
"7273_Cell_Index324115",0,4084,"unique_mouse"
"7273_Cell_Index324397",6620,16059,"mainly_mouse"
"7273_Cell_Index32442",0,2502,"unique_mouse"
"7273_Cell_Index324442",1767,0,"unique_human"
"7273_Cell_Index324530",0,5922,"unique_mouse"
"7273_Cell_Index324650",0,1818,"unique_mouse"
"7273_Cell_Index324715",0,10535,"unique_mouse"
"7273_Cell_Index324771",4500,10481,"mainly_mouse"
"7273_Cell_Index324907",997,1932,"mainly_mouse"
"7273_Cell_Index324996",859,2525,"mainly_mouse"
"7273_Cell_Index325044",1492,3746,"mainly_mouse"
"7273_Cell_Index325057",0,3474,"unique_mouse"
"7273_Cell_Index32514",711,1705,"mainly_mouse"
"7273_Cell_Index325192",2266,5924,"mainly_mouse"
"7273_Cell_Index325228",0,1328,"unique_mouse"
"7273_Cell_Index325379",709,0,"unique_human"
"7273_Cell_Index325428",1609,4907,"mainly_mouse"
"7273_Cell_Index325459",2780,6366,"mainly_mouse"
"7273_Cell_Index325492",1845,5168,"mainly_mouse"
"7273_Cell_Index326047",0,4392,"unique_mouse"
"7273_Cell_Index326317",1588,3769,"mainly_mouse"
"7273_Cell_Index326319",0,3812,"unique_mouse"
"7273_Cell_Index326622",1000,0,"unique_human"
"7273_Cell_Index326710",0,1822,"unique_mouse"
"7273_Cell_Index326731",7895,16066,"mainly_mouse"
"7273_Cell_Index326869",2190,5003,"mainly_mouse"
"7273_Cell_Index326945",2265,5628,"mainly_mouse"
"7273_Cell_Index326948",0,8613,"unique_mouse"
"7273_Cell_Index327054",1381,3898,"mainly_mouse"
"7273_Cell_Index32747",979,2904,"mainly_mouse"
"7273_Cell_Index327477",0,3165,"unique_mouse"
"7273_Cell_Index327550",0,4094,"unique_mouse"
"7273_Cell_Index327640",588,1414,"mainly_mouse"
"7273_Cell_Index327842",760,0,"unique_human"
"7273_Cell_Index327936",0,2484,"unique_mouse"
"7273_Cell_Index32802",0,6279,"unique_mouse"
"7273_Cell_Index328250",0,3039,"unique_mouse"
"7273_Cell_Index32827",762,0,"unique_human"
"7273_Cell_Index328592",1119,3497,"mainly_mouse"
"7273_Cell_Index328626",0,2007,"unique_mouse"
"7273_Cell_Index328631",2992,6863,"mainly_mouse"
"7273_Cell_Index328663",2641,6005,"mainly_mouse"
"7273_Cell_Index328878",0,2703,"unique_mouse"
"7273_Cell_Index328920",979,2587,"mainly_mouse"
"7273_Cell_Index32917",4007,10818,"mainly_mouse"
"7273_Cell_Index329178",1664,4187,"mainly_mouse"
