"Cell_Index","UMIs_mouse"
"1820_Cell_Index808195",1743
"1820_Cell_Index808217",1758
"1820_Cell_Index808257",2870
"1820_Cell_Index808293",13019
"1820_Cell_Index808429",727
"1820_Cell_Index808542",2082
"1820_Cell_Index808553",1739
"1820_Cell_Index808605",1336
"1820_Cell_Index808678",8995
"1820_Cell_Index808839",2834
"1820_Cell_Index808949",2863
"1820_Cell_Index809074",13690
"1820_Cell_Index809083",500
"1820_Cell_Index809091",13017
"1820_Cell_Index809144",3143
"1820_Cell_Index809193",1444
"1820_Cell_Index809223",2996
"1820_Cell_Index809266",2512
"1820_Cell_Index809336",2632
"1820_Cell_Index809437",1325
"1820_Cell_Index809478",2600
"1820_Cell_Index809525",1892
"1820_Cell_Index809540",1872
"1820_Cell_Index809778",22524
"1820_Cell_Index810095",2897
"1820_Cell_Index810197",3274
"1820_Cell_Index810204",1449
"1820_Cell_Index810222",14981
"1820_Cell_Index810246",2833
"1820_Cell_Index810287",2865
"1820_Cell_Index81032",1865
"1820_Cell_Index810346",2573
"1820_Cell_Index81035",2351
"1820_Cell_Index810404",1373
"1820_Cell_Index810491",1234
"1820_Cell_Index810540",2600
"1820_Cell_Index81056",2014
"1820_Cell_Index810612",2618
"1820_Cell_Index810689",2296
"1820_Cell_Index810841",2373
"1820_Cell_Index810855",12850
"1820_Cell_Index810858",1652
"1820_Cell_Index810861",1620
"1820_Cell_Index810887",3250
"1820_Cell_Index810950",2454
"1820_Cell_Index811070",3126
"1820_Cell_Index811080",2308
"1820_Cell_Index811148",2540
"1820_Cell_Index811166",2838
"1820_Cell_Index811180",2779
"1820_Cell_Index811200",1741
"1820_Cell_Index811204",20198
"1820_Cell_Index81121",2959
"1820_Cell_Index811211",2995
"1820_Cell_Index811232",2058
"1820_Cell_Index811420",2249
"1820_Cell_Index811438",2576
"1820_Cell_Index811473",2600
"1820_Cell_Index81161",3519
"1820_Cell_Index81186",14780
"1820_Cell_Index81187",3335
"1820_Cell_Index811882",3000
"1820_Cell_Index811896",594
"1820_Cell_Index811916",3048
"1820_Cell_Index811929",2909
"1820_Cell_Index811974",2747
"1820_Cell_Index812031",2788
"1820_Cell_Index812034",3923
"1820_Cell_Index812144",2946
"1820_Cell_Index812158",1898
"1820_Cell_Index812205",3368
"1820_Cell_Index812259",2921
"1820_Cell_Index812264",1061
"1820_Cell_Index812499",3116
"1820_Cell_Index812563",16113
"1820_Cell_Index812594",2028
"1820_Cell_Index812649",2957
"1820_Cell_Index812659",2175
"1820_Cell_Index812664",34451
"1820_Cell_Index812734",15886
"1820_Cell_Index812747",1963
"1820_Cell_Index812760",2276
"1820_Cell_Index812770",1863
"1820_Cell_Index812893",3088
"1820_Cell_Index812944",2234
"1820_Cell_Index81295",1378
"1820_Cell_Index812953",2163
"1820_Cell_Index812988",16922
"1820_Cell_Index813143",2615
"1820_Cell_Index813279",2938
"1820_Cell_Index813280",1865
"1820_Cell_Index81332",2756
"1820_Cell_Index81353",4084
"1820_Cell_Index813594",2193
"1820_Cell_Index813653",31168
"1820_Cell_Index813759",15434
"1820_Cell_Index813806",3230
"1820_Cell_Index81382",2296
"1820_Cell_Index813834",2616
"1820_Cell_Index813861",2758
"1820_Cell_Index813955",19666
"1820_Cell_Index813976",6451
"1820_Cell_Index814021",1447
"1820_Cell_Index814090",2710
"1820_Cell_Index814138",2191
"1820_Cell_Index814277",1603
"1820_Cell_Index814280",1338
"1820_Cell_Index814316",2788
"1820_Cell_Index814318",25817
"1820_Cell_Index814353",22793
"1820_Cell_Index814475",2855
"1820_Cell_Index814491",3560
"1820_Cell_Index814497",1928
"1820_Cell_Index814583",4940
"1820_Cell_Index814603",1867
"1820_Cell_Index814642",2932
"1820_Cell_Index814656",2663
"1820_Cell_Index814832",3484
"1820_Cell_Index81493",2701
"1820_Cell_Index814982",1623
"1820_Cell_Index815084",5007
"1820_Cell_Index815160",5647
"1820_Cell_Index815216",3266
"1820_Cell_Index815372",1980
"1820_Cell_Index815458",3148
"1820_Cell_Index815608",1900
"1820_Cell_Index815682",2284
"1820_Cell_Index815692",9666
"1820_Cell_Index815752",2574
"1820_Cell_Index815765",1874
"1820_Cell_Index815865",2672
"1820_Cell_Index815940",2774
"1820_Cell_Index815950",2002
"1820_Cell_Index816114",1099
"1820_Cell_Index816126",2497
"1820_Cell_Index816128",2951
"1820_Cell_Index816133",824
"1820_Cell_Index816296",1033
"1820_Cell_Index816344",3149
"1820_Cell_Index816384",1947
"1820_Cell_Index816390",2695
"1820_Cell_Index816432",752
"1820_Cell_Index816438",1504
"1820_Cell_Index816443",2823
"1820_Cell_Index816502",3027
"1820_Cell_Index816609",2088
"1820_Cell_Index816661",38529
"1820_Cell_Index81670",2838
"1820_Cell_Index816713",2351
"1820_Cell_Index816822",9547
"1820_Cell_Index816844",2847
"1820_Cell_Index816845",1914
"1820_Cell_Index816886",1682
"1820_Cell_Index816963",2338
"1820_Cell_Index817266",2984
"1820_Cell_Index81731",22965
"1820_Cell_Index817453",2026
"1820_Cell_Index817524",2076
"1820_Cell_Index817561",12646
"1820_Cell_Index817746",1641
"1820_Cell_Index817762",2043
"1820_Cell_Index817928",2373
"1820_Cell_Index817978",2883
"1820_Cell_Index818004",22179
"1820_Cell_Index818029",1783
"1820_Cell_Index818119",2287
"1820_Cell_Index818215",2333
"1820_Cell_Index818308",2978
"1820_Cell_Index818396",2366
"1820_Cell_Index81850",2707
"1820_Cell_Index818521",736
"1820_Cell_Index818552",15296
"1820_Cell_Index818581",7984
"1820_Cell_Index818643",2562
"1820_Cell_Index818659",2558
"1820_Cell_Index818679",2843
"1820_Cell_Index818781",1985
"1820_Cell_Index818789",2320
"1820_Cell_Index818875",4643
"1820_Cell_Index81908",2420
"1820_Cell_Index819218",14849
"1820_Cell_Index819233",1840
"1820_Cell_Index81926",2951
"1820_Cell_Index819287",2442
"1820_Cell_Index81930",2177
"1820_Cell_Index819355",2573
"1820_Cell_Index819485",3961
"1820_Cell_Index819508",2292
"1820_Cell_Index81956",2015
"1820_Cell_Index819574",1945
"1820_Cell_Index819585",1850
"1820_Cell_Index81959",2644
"1820_Cell_Index819619",3233
"1820_Cell_Index819730",17616
"1820_Cell_Index819797",5031
"1820_Cell_Index819953",2299
"1820_Cell_Index819985",3545
"1820_Cell_Index820041",2989
"1820_Cell_Index820114",3651
"1820_Cell_Index820218",2097
"1820_Cell_Index820350",2479
"1820_Cell_Index820370",1471
"1820_Cell_Index820457",2388
"1820_Cell_Index820558",2432
"1820_Cell_Index820569",2027
"1820_Cell_Index820571",2329
"1820_Cell_Index820598",8285
"1820_Cell_Index820625",1876
"1820_Cell_Index820765",3255
"1820_Cell_Index820815",2715
"1820_Cell_Index820827",2459
"1820_Cell_Index820926",1101
"1820_Cell_Index820970",12711
"1820_Cell_Index82102",1881
"1820_Cell_Index821022",2393
"1820_Cell_Index821024",1114
"1820_Cell_Index821141",2199
"1820_Cell_Index821252",2164
"1820_Cell_Index821380",1226
"1820_Cell_Index821584",2034
"1820_Cell_Index821603",2609
"1820_Cell_Index821635",2382
"1820_Cell_Index821718",2610
"1820_Cell_Index821847",2087
"1820_Cell_Index821883",2568
"1820_Cell_Index82199",3366
"1820_Cell_Index822017",1420
"1820_Cell_Index822045",2466
"1820_Cell_Index822133",2350
"1820_Cell_Index822303",3113
"1820_Cell_Index822334",2001
"1820_Cell_Index822341",2415
"1820_Cell_Index822353",2005
"1820_Cell_Index822438",2349
"1820_Cell_Index822561",4366
"1820_Cell_Index822573",2649
"1820_Cell_Index822604",6174
"1820_Cell_Index82268",2252
"1820_Cell_Index822902",1490
"1820_Cell_Index82293",1648
"1820_Cell_Index822968",2837
"1820_Cell_Index822971",893
"1820_Cell_Index822975",2073
"1820_Cell_Index822999",1141
"1820_Cell_Index823016",1490
"1820_Cell_Index823092",2775
"1820_Cell_Index823243",2306
"1820_Cell_Index823269",1995
"1820_Cell_Index82339",717
"1820_Cell_Index823472",2162
"1820_Cell_Index823647",2709
"1820_Cell_Index823650",2408
"1820_Cell_Index823702",1568
"1820_Cell_Index823797",2809
"1820_Cell_Index823873",2346
"1820_Cell_Index823924",3015
"1820_Cell_Index82401",2805
"1820_Cell_Index824023",2042
"1820_Cell_Index824083",1841
"1820_Cell_Index824119",2950
"1820_Cell_Index824183",2734
"1820_Cell_Index824323",2212
"1820_Cell_Index824418",2808
"1820_Cell_Index824528",1739
"1820_Cell_Index82454",3889
"1820_Cell_Index824556",2076
"1820_Cell_Index824597",1904
"1820_Cell_Index824612",1427
"1820_Cell_Index824619",2300
"1820_Cell_Index824811",2592
"1820_Cell_Index824879",4290
"1820_Cell_Index824889",11049
"1820_Cell_Index824899",1847
"1820_Cell_Index824913",20581
"1820_Cell_Index825137",2090
"1820_Cell_Index825141",2607
"1820_Cell_Index825170",3031
"1820_Cell_Index825185",2283
"1820_Cell_Index82530",2243
"1820_Cell_Index825321",1581
"1820_Cell_Index825350",1768
"1820_Cell_Index8254",1866
"1820_Cell_Index825457",2391
"1820_Cell_Index825578",2214
"1820_Cell_Index825602",4700
"1820_Cell_Index825637",14532
"1820_Cell_Index825775",1929
"1820_Cell_Index825886",2855
"1820_Cell_Index825893",24196
"1820_Cell_Index825899",3469
"1820_Cell_Index82593",7553
"1820_Cell_Index825937",3092
"1820_Cell_Index825961",17198
"1820_Cell_Index826025",2932
"1820_Cell_Index826063",1383
"1820_Cell_Index826111",6179
"1820_Cell_Index826131",2797
"1820_Cell_Index826149",4574
"1820_Cell_Index826195",1484
"1820_Cell_Index826237",2402
"1820_Cell_Index826271",2489
"1820_Cell_Index826320",2245
"1820_Cell_Index826350",2186
"1820_Cell_Index826371",2466
"1820_Cell_Index826598",1361
"1820_Cell_Index826604",13740
"1820_Cell_Index826644",1522
"1820_Cell_Index826663",3464
"1820_Cell_Index826866",2295
"1820_Cell_Index826879",2423
"1820_Cell_Index826891",2861
"1820_Cell_Index826929",9010
"1820_Cell_Index826948",1548
"1820_Cell_Index826960",1539
"1820_Cell_Index827098",4527
"1820_Cell_Index827203",17263
"1820_Cell_Index827245",5254
"1820_Cell_Index827262",2362
"1820_Cell_Index827610",14735
"1820_Cell_Index827614",4329
"1820_Cell_Index827628",1427
"1820_Cell_Index82765",4054
"1820_Cell_Index827665",3078
"1820_Cell_Index827783",2874
"1820_Cell_Index827784",2425
"1820_Cell_Index827789",2147
"1820_Cell_Index827851",2784
"1820_Cell_Index827853",2134
"1820_Cell_Index827854",12477
"1820_Cell_Index82798",2717
"1820_Cell_Index827998",558
"1820_Cell_Index828034",3527
"1820_Cell_Index828135",1740
"1820_Cell_Index828258",1383
"1820_Cell_Index828289",1865
"1820_Cell_Index828299",2251
"1820_Cell_Index828364",2334
"1820_Cell_Index828425",2151
"1820_Cell_Index828453",1437
"1820_Cell_Index828495",2009
"1820_Cell_Index828623",676
"1820_Cell_Index828751",1687
"1820_Cell_Index828860",1900
"1820_Cell_Index828949",2350
"1820_Cell_Index828984",2003
"1820_Cell_Index829065",2326
"1820_Cell_Index829120",1747
"1820_Cell_Index829327",1103
"1820_Cell_Index829329",2365
"1820_Cell_Index82950",2628
"1820_Cell_Index829500",1623
"1820_Cell_Index829550",2504
"1820_Cell_Index829727",2802
"1820_Cell_Index829749",2231
"1820_Cell_Index830110",2167
"1820_Cell_Index830183",2604
"1820_Cell_Index830185",11944
"1820_Cell_Index830252",2774
"1820_Cell_Index830285",2518
"1820_Cell_Index830312",2487
"1820_Cell_Index830317",946
"1820_Cell_Index830482",19486
"1820_Cell_Index830556",2833
"1820_Cell_Index830611",3185
"1820_Cell_Index830669",11408
"1820_Cell_Index830795",1604
"1820_Cell_Index830850",1219
"1820_Cell_Index830872",3870
"1820_Cell_Index830952",2438
"1820_Cell_Index831062",2997
"1820_Cell_Index831145",1309
"1820_Cell_Index831219",2121
"1820_Cell_Index83125",20083
"1820_Cell_Index831272",2552
"1820_Cell_Index831279",944
"1820_Cell_Index83130",2354
"1820_Cell_Index831334",1626
"1820_Cell_Index831366",1963
"1820_Cell_Index831562",2684
"1820_Cell_Index831573",2512
"1820_Cell_Index831610",2882
"1820_Cell_Index83164",11454
"1820_Cell_Index831690",5086
"1820_Cell_Index831692",13608
"1820_Cell_Index831845",4600
"1820_Cell_Index831851",4116
"1820_Cell_Index831857",1847
"1820_Cell_Index831873",2951
"1820_Cell_Index832026",2581
"1820_Cell_Index832045",14599
"1820_Cell_Index83212",2217
"1820_Cell_Index832135",2675
"1820_Cell_Index832138",2890
"1820_Cell_Index832239",2875
"1820_Cell_Index8323",4435
"1820_Cell_Index83230",1320
"1820_Cell_Index832302",2435
"1820_Cell_Index832380",1925
"1820_Cell_Index832394",3448
"1820_Cell_Index832405",2988
"1820_Cell_Index832545",2128
"1820_Cell_Index832552",1677
"1820_Cell_Index832561",2933
"1820_Cell_Index832636",2833
"1820_Cell_Index832643",2692
"1820_Cell_Index832734",2738
"1820_Cell_Index832807",2477
"1820_Cell_Index83289",2188
"1820_Cell_Index832945",1498
"1820_Cell_Index833240",2630
"1820_Cell_Index83340",2098
"1820_Cell_Index833401",9257
"1820_Cell_Index833578",5103
"1820_Cell_Index833636",11011
"1820_Cell_Index833681",1718
"1820_Cell_Index833734",2236
"1820_Cell_Index833782",1072
"1820_Cell_Index83382",1739
"1820_Cell_Index83384",3708
"1820_Cell_Index834032",2036
"1820_Cell_Index834064",11487
"1820_Cell_Index834082",2545
"1820_Cell_Index834109",1110
"1820_Cell_Index834115",2622
"1820_Cell_Index834134",3750
"1820_Cell_Index834148",1801
"1820_Cell_Index834186",4200
"1820_Cell_Index834262",2831
"1820_Cell_Index834320",1783
"1820_Cell_Index834372",1810
"1820_Cell_Index834406",2189
"1820_Cell_Index834418",2710
"1820_Cell_Index834488",1813
"1820_Cell_Index834557",2234
"1820_Cell_Index834560",2111
"1820_Cell_Index834685",3715
"1820_Cell_Index834702",2309
"1820_Cell_Index834762",1521
"1820_Cell_Index834793",3873
"1820_Cell_Index834842",2617
"1820_Cell_Index834970",2836
"1820_Cell_Index834995",3518
"1820_Cell_Index835025",2449
"1820_Cell_Index835036",2697
"1820_Cell_Index835049",7093
"1820_Cell_Index835075",3730
"1820_Cell_Index835088",2127
"1820_Cell_Index835158",2768
"1820_Cell_Index835337",1047
"1820_Cell_Index835348",1944
"1820_Cell_Index835358",3265
"1820_Cell_Index835383",2924
"1820_Cell_Index835398",1989
"1820_Cell_Index835553",2324
"1820_Cell_Index835561",6603
"1820_Cell_Index835671",2862
"1820_Cell_Index835743",13264
"1820_Cell_Index835825",2311
"1820_Cell_Index835853",1946
"1820_Cell_Index83596",15161
"1820_Cell_Index836010",14183
"1820_Cell_Index836164",17107
"1820_Cell_Index836193",2782
"1820_Cell_Index836325",1862
"1820_Cell_Index836383",2848
"1820_Cell_Index836400",3908
"1820_Cell_Index836419",1731
"1820_Cell_Index836535",2827
"1820_Cell_Index836586",1291
"1820_Cell_Index836602",2268
"1820_Cell_Index836626",4081
"1820_Cell_Index836640",2152
"1820_Cell_Index836652",1812
"1820_Cell_Index83682",20952
"1820_Cell_Index836956",1866
"1820_Cell_Index837016",1646
"1820_Cell_Index837037",2042
"1820_Cell_Index837041",2028
"1820_Cell_Index837045",1226
"1820_Cell_Index8371",2754
"1820_Cell_Index837129",4363
"1820_Cell_Index837185",3740
"1820_Cell_Index837248",1356
"1820_Cell_Index83726",1438
"1820_Cell_Index837387",2588
"1820_Cell_Index837478",1129
"1820_Cell_Index837481",2115
"1820_Cell_Index837504",2331
"1820_Cell_Index837556",16275
"1820_Cell_Index837676",2130
"1820_Cell_Index837710",3804
"1820_Cell_Index837793",3097
"1820_Cell_Index838006",1410
"1820_Cell_Index838015",2712
"1820_Cell_Index838035",2587
"1820_Cell_Index838133",2947
"1820_Cell_Index838151",3258
"1820_Cell_Index83831",1231
"1820_Cell_Index838320",3003
"1820_Cell_Index838417",2528
"1820_Cell_Index838453",3266
"1820_Cell_Index8385",2614
"1820_Cell_Index838523",3180
"1820_Cell_Index838525",3173
"1820_Cell_Index838607",3176
"1820_Cell_Index838612",2060
"1820_Cell_Index838641",1789
"1820_Cell_Index83872",1653
"1820_Cell_Index838830",71800
"1820_Cell_Index83884",1355
"1820_Cell_Index838866",1666
"1820_Cell_Index838976",1763
"1820_Cell_Index839058",2898
"1820_Cell_Index839327",2748
"1820_Cell_Index839366",2253
"1820_Cell_Index839435",2553
"1820_Cell_Index839443",2055
"1820_Cell_Index839539",1036
"1820_Cell_Index839549",1897
"1820_Cell_Index839604",2442
"1820_Cell_Index839803",3982
"1820_Cell_Index839819",1281
"1820_Cell_Index839826",17768
"1820_Cell_Index839853",2063
"1820_Cell_Index839991",2645
"1820_Cell_Index840093",591
"1820_Cell_Index840131",2859
"1820_Cell_Index840152",1796
"1820_Cell_Index840155",3474
"1820_Cell_Index840325",3376
"1820_Cell_Index84033",2450
"1820_Cell_Index840335",643
"1820_Cell_Index840360",2211
"1820_Cell_Index840534",3243
"1820_Cell_Index840551",2752
"1820_Cell_Index840571",1647
"1820_Cell_Index840636",2632
"1820_Cell_Index840676",1956
"1820_Cell_Index840710",1048
"1820_Cell_Index840768",3188
"1820_Cell_Index840863",1297
"1820_Cell_Index840937",2575
"1820_Cell_Index840946",2611
"1820_Cell_Index840967",2377
"1820_Cell_Index840971",2716
"1820_Cell_Index841054",17064
"1820_Cell_Index84110",1826
"1820_Cell_Index841100",1999
"1820_Cell_Index84119",17310
"1820_Cell_Index841367",2087
"1820_Cell_Index841401",2318
"1820_Cell_Index841402",1026
"1820_Cell_Index841415",1425
"1820_Cell_Index841559",2594
"1820_Cell_Index841742",2640
"1820_Cell_Index841758",21820
"1820_Cell_Index841829",2353
"1820_Cell_Index841872",2703
"1820_Cell_Index841883",2103
"1820_Cell_Index84196",1910
"1820_Cell_Index842028",1984
"1820_Cell_Index842071",1703
"1820_Cell_Index842136",1718
"1820_Cell_Index842153",2615
"1820_Cell_Index842221",12607
"1820_Cell_Index842252",2145
"1820_Cell_Index842366",7510
"1820_Cell_Index842484",1857
"1820_Cell_Index84255",2091
"1820_Cell_Index842555",18062
"1820_Cell_Index842679",3403
"1820_Cell_Index842688",1707
"1820_Cell_Index842850",1250
"1820_Cell_Index842856",4836
"1820_Cell_Index842970",2668
"1820_Cell_Index843023",1449
"1820_Cell_Index843038",1941
"1820_Cell_Index843262",2157
"1820_Cell_Index843303",2969
"1820_Cell_Index843333",1741
"1820_Cell_Index843469",8471
"1820_Cell_Index843538",2038
"1820_Cell_Index843585",1329
"1820_Cell_Index843691",2511
"1820_Cell_Index843774",1674
"1820_Cell_Index843985",2191
"1820_Cell_Index844027",2424
"1820_Cell_Index844060",5334
"1820_Cell_Index844077",1247
"1820_Cell_Index844078",1788
"1820_Cell_Index84409",1895
"1820_Cell_Index844099",2339
"1820_Cell_Index844115",2191
"1820_Cell_Index844262",2696
"1820_Cell_Index844264",1477
"1820_Cell_Index844398",902
"1820_Cell_Index84443",2484
"1820_Cell_Index844469",2928
"1820_Cell_Index844486",2596
"1820_Cell_Index844490",2749
"1820_Cell_Index844682",2601
"1820_Cell_Index844685",4187
"1820_Cell_Index844730",2603
"1820_Cell_Index844772",2279
"1820_Cell_Index844783",4576
"1820_Cell_Index844784",2703
"1820_Cell_Index844850",17677
"1820_Cell_Index844927",8714
"1820_Cell_Index844946",3094
"1820_Cell_Index845007",1654
"1820_Cell_Index845148",3308
"1820_Cell_Index845218",2401
"1820_Cell_Index845231",3178
"1820_Cell_Index845377",1677
"1820_Cell_Index845423",3100
"1820_Cell_Index845472",1894
"1820_Cell_Index845509",1865
"1820_Cell_Index845528",2921
"1820_Cell_Index845539",3114
"1820_Cell_Index845642",723
"1820_Cell_Index845714",3073
"1820_Cell_Index845721",3432
"1820_Cell_Index845784",4270
"1820_Cell_Index84584",1401
"1820_Cell_Index84591",2239
"1820_Cell_Index846075",12864
"1820_Cell_Index846095",3098
"1820_Cell_Index846113",4715
"1820_Cell_Index846176",1466
"1820_Cell_Index846257",16005
"1820_Cell_Index846314",3508
"1820_Cell_Index846342",1156
"1820_Cell_Index846355",2474
"1820_Cell_Index846402",5023
"1820_Cell_Index846406",2561
"1820_Cell_Index846464",2522
"1820_Cell_Index846475",2956
"1820_Cell_Index846476",1611
"1820_Cell_Index846503",2944
"1820_Cell_Index846531",2981
"1820_Cell_Index846553",2360
"1820_Cell_Index846579",2606
"1820_Cell_Index846748",1194
"1820_Cell_Index846775",1945
"1820_Cell_Index846891",2728
"1820_Cell_Index846920",25471
"1820_Cell_Index846985",2974
"1820_Cell_Index847082",1889
"1820_Cell_Index847107",1028
"1820_Cell_Index847123",2029
"1820_Cell_Index847138",1996
"1820_Cell_Index847355",17899
"1820_Cell_Index847390",2510
"1820_Cell_Index84746",2377
"1820_Cell_Index847496",2174
"1820_Cell_Index847624",1964
"1820_Cell_Index847686",2123
"1820_Cell_Index847990",26719
"1820_Cell_Index848040",2599
"1820_Cell_Index848123",29703
"1820_Cell_Index848188",14466
"1820_Cell_Index848242",1352
"1820_Cell_Index848414",2400
"1820_Cell_Index848423",2038
"1820_Cell_Index848556",1939
"1820_Cell_Index848612",2330
"1820_Cell_Index848628",1907
"1820_Cell_Index848768",2290
"1820_Cell_Index848769",1634
"1820_Cell_Index848818",1487
"1820_Cell_Index849062",1900
"1820_Cell_Index84925",2268
"1820_Cell_Index849349",2454
"1820_Cell_Index849352",1947
"1820_Cell_Index849405",10453
"1820_Cell_Index849454",2270
"1820_Cell_Index84954",2259
"1820_Cell_Index849541",2654
"1820_Cell_Index849739",554
